osm_id,osm_type,Type,name_en,name_zh_mbx,City,lon,lat,lat-long-dif,name,wikipedia,wikidata,name_zh
369892582,way,Tourism,Ratchadaphisek Road,拉差达披色路,Bangkok,100.5734205,13.77242747,0.175368,ถนนรัชดาภิเษก,,Q4924256,
1225375252,node,Tourism,Samphram Elephant Ground & Zoo,三攀大象鳄鱼园,Bangkok,100.2552588,13.7211587,0.36943,ลานแสดงช้างและฟาร์มจระเข้สามพราน,,,
23630232,way,Tourism,Sanam Luang,皇家田广场,Bangkok,100.4930624,13.75507672,0.271722,สนามหลวง,,Q767544,
2156859030,node,Tourism,siam park city,暹罗乐园,Bangkok,100.6929612,13.8054903,0.250312,สวนสยาม,,Q1016030,
25701345,way,Tourism,Supachalasai National Stadium,苏帕查拉赛体育场,Bangkok,100.525639,13.74543853,0.227374,สนามศุภชลาศัย,,Q219047,
166114555,way,Tourism,The Ancient City,古城七十二府,Bangkok,100.6284152,13.54681033,0.301404,Ancient Siam,,Q257554,
82539401,way,Tourism,The Chakri Group,节基殿,Bangkok,100.4913006,13.75005433,0.340359,พระที่นั่งจักรีมหาปราสาท,,,
1641043364,node,Tourism,the erawan museum,三头神象博物馆,Bangkok,100.58879,13.6286195,0.218924,พิพิธภัณฑ์ช้างเอราวัณ,,Q660598,
3977891357,node,Tourism,The Grand Palace,大皇宫,Bangkok,100.4916378,13.7464939,0.215027,卧佛寺,,Q873769,卧佛寺
31987914,way,Tourism,Vimanmek Mansion,维曼默宫,Bangkok,100.5124207,13.7740938,0.048383,พระที่นั่งวิมานเมฆ,en:Vimanmek Mansion,Q1479428,柚木宫
31987914,way,Tourism,Vimanmek Teak Mansion,柚木宫,Bangkok,100.5124207,13.7740938,0,พระที่นั่งวิมานเมฆ,en:Vimanmek Mansion,Q1479428,柚木宫
23481741,way,Tourism,Wat Arun,郑王庙,Bangkok,100.4891278,13.74424601,0.053141,วัดอรุณ,,Q724970,鄭王廟
1572033357,node,Tourism,Wat Bang kung,树中佛寺,Bangkok,99.9410849,13.4461107,0.846178,วัดบางกุ้ง,,,樹中廟
39885336,way,Tourism,Wat Khaek,印度庙,Bangkok,100.5229126,13.7242225,0.859939,วัดพระศรีมหาอุมาเทวี,,Q6761807,
196820698,way,Tourism,Wat Pho,卧佛寺,Bangkok,100.4926683,13.74625936,0.052281,วัดโพธิ์,,Q1059910,
230010054,way,Tourism,Wat Phra Kaew,玉佛寺,Bangkok,100.4923854,13.75143613,0.00546,วัดพระแก้ว,en:Wat Phra Kaew,,玉佛寺
333227704,way,Tourism,wat rakhang,拉康寺,Bangkok,100.4851595,13.75261905,0.008409,ท่าเรือข้ามฟากวัดระฆัง,,Q1395072,
228099647,way,Tourism,Wat Ratchaburana,拉嘉布拉那寺,Bangkok,100.499176,13.74199291,0.024643,วัดราชบูรณราชวรวิหาร,,Q179974,
241879483,way,Tourism,Wat Traimit,金佛寺,Bangkok,100.5136355,13.73807969,0.018373,วัดไตรมิตรวิทยารามวรวิหาร,,Q2552433,金佛寺
24029209,way,Tourism,Ang Kaew,清迈大学静心湖,Chiang Mai,98.94947596,18.80677643,6.632856,อ่างเก็บน้ำมหาวิทยาลัยเชียงใหม่,,,
344098405,way,Tourism,Bai Orchid and Butterfly Farm,兰花和蝴蝶农场,Chiang Mai,98.9341538,18.91935025,0.127896,Bai Orchid and butterfly,,,
4430138378,node,Tourism,Chiang Mai Gate,清迈门,Chiang Mai,98.9884378,18.781353,0.192281,ตลาดประตูเชียงใหม่,,,
297682420,way,Tourism,Chiang Mai University Art Museum,清迈大学美术馆,Chiang Mai,98.96325016,18.79150723,0.035342,หอนิทรรศการศิลปวัฒนธรรม มหาวิทยาลัยเชียงใหม่,,,
2488990970,node,Tourism,Flight of the Gibbon,丛林飞跃,Chiang Mai,99.3490202,18.8652589,118.214279,Flight of the Gibbon,,,
1138705995,node,Tourism,Green Bamboo Massage,清迈绿竹按摩馆,Chiang Mai,98.9921573,18.7828533,0.439268,Green Bamboo,,,
302732566,way,Tourism,Hmong Village,清迈苗族村寨,Chiang Mai,98.88388564,18.8109628,0.136381,,,,
22375760,way,Tourism,Huay Tung Tao Lake,慧登涛湖区,Chiang Mai,98.94013334,18.8678865,0.113171,ทะเลสาบห้วยตึงเฒ่า,,,
1595548120,node,Tourism,Kruba Srivichai Monument,希维猜高僧纪念像,Chiang Mai,98.9461328,18.8128278,0.061058,ครูบาศรีวิชัย,,,
1076662876,node,Tourism,Let's Relax,一起来放松泰式按摩中心,Chiang Mai,99.000588,18.783737,0.083546,Let's Relax Spa,,,
24039333,way,Tourism,Mae Ngat Dam,湄阳水库,Chiang Mai,99.03403896,19.16694732,0.416661,เขื่อนแม่งัดสมบูรณ์ชล,,Q13024525,
375794696,way,Tourism,Maetang Elephant Camp,湄登大象营,Chiang Mai,98.88713762,19.1985918,0.178546,ปางช้างแม่แตง,,Q5359345,
256144284,way,Tourism,Mon Jam,孟简风景区,Chiang Mai,98.82272451,18.93571726,0.327288,,,,
2581514287,node,Tourism,Pai,拜县,Chiang Mai,98.8229161,18.8864891,0.04942,บ้านปลายฟ้า,,,
2300193207,node,Tourism,Pha Chor,帕楚,Chiang Mai,98.7370755,18.5176121,0.454718,ผาช่อ,,,
4307452590,node,Tourism,Ploen Ruedee Night Market,草垛夜市,Chiang Mai,99.0007492,18.7867043,0.532766,Night Bazaar,,Q5095199,bazzar夜市
186782433,way,Tourism,Royal Flora Ratchaphruek,清迈园艺博览园,Chiang Mai,98.92347577,18.75014108,0.113837,มหกรรมพืชสวน โลกเฉลิมพระเกียรติฯ,,Q3272101,
330909787,way,Tourism,Tiger Kingdom,老虎园,Chiang Mai,98.93171106,18.92432212,0.182416,Tiger Kingdom,,,
243018795,way,Tourism,Wat Chedi Luang,契迪龙寺,Chiang Mai,98.98690528,18.78693146,0.192585,วัดเจดีย์หลวงวรวิหาร,,Q1454288,柴笛隆寺
320601922,way,Tourism,Wat Fon Soi,梵索音寺,Chiang Mai,98.98846208,18.78273748,0.005751,วัดฟ่อนสร้อย,,,
1211677610,node,Tourism,Wat Ketkaram,可卡戎寺,Chiang Mai,99.0029714,18.7923817,0.024154,วัดเกตการาม,,Q13020896,
1030600276,node,Tourism,Wat Lok Molee,罗摩利寺,Chiang Mai,98.9826942,18.7961506,0.024046,วัดโลกโมฬี,th:วัดโลกโมฬี,Q19576020,洛莫利寺
352321202,way,Tourism,Wat Mahawan,玛哈湾寺,Chiang Mai,98.99554909,18.78768096,0.021325,วัดมหาวัน,,,
250690123,way,Tourism,Wat Monthian,孟天寺,Chiang Mai,98.99046475,18.79917878,0.016582,เทพมณเฑียร,,Q19473270,
243018378,way,Tourism,Wat Phan Tao,潘道寺,Chiang Mai,98.98747132,18.787728,0.014444,วัดพันเตา,,,盼道寺
4057748103,node,Tourism,Wat Phra That Doi Kham,来康佛寺,Chiang Mai,98.9188764,18.7594155,0.096907,วัดพระธาตุดอยคํา,,Q13020753,
3945388644,node,Tourism,Wat Phra That Doi Suthep,素帖山寺,Chiang Mai,98.9215871,18.8049552,0.04825,วัดพระธาตุดอยสุเทพ,,Q1517698,素帖寺
309886989,way,Tourism,Wat Sisuphan,锡苏邦寺,Chiang Mai,98.98349704,18.77883671,0.088028,วัดศรีสุพรรณ,,,
309886989,way,Tourism,Wat Srisuphan,希素潘寺,Chiang Mai,98.98349704,18.77883671,0,วัดศรีสุพรรณ,,,
4350066707,node,Tourism,Wiang Kum Kam,魏功甘古城,Chiang Mai,98.9998728,18.7493623,0.050098,Wiang Kum Kam,,Q1537210,
445345255,node,Tourism,48 Hang Ngang House,48号横行街民居,Hanoi,105.8504388,21.0343278,9.135532,Nhà 48 phố Hàng Ngang,vi:Nhà 48 Hàng Ngang,,
442970062,node,Tourism,Ambassadors' Pagoda,使节塔,Hanoi,105.8453822,21.0244857,0.014899,Chùa Quán Sứ,,Q7273080,
718495525,node,Tourism,Army Museum,军事博物馆,Hanoi,105.8402608,21.0320033,0.012639,Bảo tàng Lịch sử Quân sự Việt Nam,vi:Bảo tàng Lịch sử Quân sự Việt Nam,Q1048785,越南军事历史博物馆
4533355818,node,Tourism,Ba Dinh Square,巴亭广场,Hanoi,105.8353966,21.036637,0.009498,Quảng trường Ba Đình,vi:Quảng trường Ba Đình,Q2234574,
445345252,node,Tourism,Bach Ma Temple,白马寺,Hanoi,105.8511375,21.0357869,0.016591,Đền Bạch Mã,vi:Đền Bạch Mã,Q10841667,白马殿
445345252,node,Tourism,Bach Ma Temple,白马寺,Hanoi,105.8511375,21.0357869,0,Đền Bạch Mã,vi:Đền Bạch Mã,Q10841667,白马殿
207178319,way,Tourism,Botanical Gardens,河内植物园,Hanoi,105.8318237,21.04032799,0.023855,Vườn bách thảo Hà Nội,vi:Vườn bách thảo Hà Nội,Q9010921,
446043493,node,Tourism,Botanical Gardens,河内植物园,Hanoi,105.8298678,21.039701,0.002583,元首官邸衛隊駐地,,,
220302249,way,Tourism,Chua Tran Quoc,镇国寺,Hanoi,105.8367285,21.04781602,0.014976,Chùa Trấn Quốc,vi:Chùa Trấn Quốc,Q864770,鎮國寺
10230616,way,Tourism,Dong Xuan Market,同春市场,Hanoi,105.8496953,21.0381369,0.022646,Chợ Đồng Xuân,vi:Chợ Đồng Xuân,Q1094375,同春市场
718495521,node,Tourism,Hanoi Opera House,河内歌剧院,Hanoi,105.8579157,21.0241521,0.022205,Hanoi Opera House,,Q1186043,河內大劇院
37629570,way,Tourism,Hanoi presidential palace,河内总统府,Hanoi,105.8345195,21.03926343,0.038508,Phủ Chủ Tịch,vi:Phủ Chủ tịch,Q864758,主席府
2984385288,node,Tourism,Hanoi University of Vietnam,越南河内大学,Hanoi,105.7922724,20.9847372,0.096773,Học viện Y dược học cổ truyền Việt Nam,vi:Học viện Y dược học cổ truyền Việt Nam,Q10771907,越南傳統醫藥學院
9635863,way,Tourism,Hanoi West Lake,河内西湖,Hanoi,105.8260854,21.05479825,0.103874,Hồ Tây,vi:Hồ Tây,Q1187394,西湖
28945667,way,Tourism,Hanoi Zoo,河内动物园,Hanoi,105.8065494,21.03101493,0.043319,Công viên Thủ Lệ,vi:Công viên Thủ Lệ,Q944021,
37625751,way,Tourism,Ho Chi Minh Mausoleum Complex,胡志明纪念堂,Hanoi,105.8347643,21.03674251,0.033942,Lăng Chủ tịch Hồ Chí Minh,vi:Lăng Chủ tịch Hồ Chí Minh,Q874234,
340128580,way,Tourism,Hoa Lo Prison Museum,火炉监狱,Hanoi,105.8464951,21.02530404,0.023169,Nhà tù Hỏa Lò,en:Hỏa Lò Prison,,
9566396,way,Tourism,Hoàn Kiem,还剑湖,Hanoi,105.8524624,21.02886244,0.009526,,,,
185540946,way,Tourism,Lenin Park,列宁公园,Hanoi,105.8395821,21.03175776,0.015776,Công viên Lê Nin,vi:Công viên Lê Nin,Q10752053,
163049860,way,Tourism,Long Bien Bridge,龙边桥,Hanoi,105.8560664,21.04226555,0.026992,Cầu Long Biên,vi:Cầu Long Biên,Q2670019,
37629143,way,Tourism,Museum Of Independence,独立战争纪念馆,Hanoi,105.8326655,21.03555831,0.030108,Bảo tàng Hồ Chí Minh,vi:Bảo tàng Hồ Chí Minh,Q1055897,
37933258,way,Tourism,Museum of the Vietnamese Revolution,越南革命博物馆,Hanoi,105.8588404,21.02526012,0.036473,Viện Bảo tàng Cách mạng Việt Nam,vi:Bảo tàng Cách mạng Việt Nam,Q5370340,
718495520,node,Tourism,Museum Of Vietnamese Women,越南妇女博物馆,Hanoi,105.8519982,21.0231606,0.008942,Bảo tàng Phụ nữ Việt Nam,vi:Bảo tàng Phụ nữ Việt Nam,Q10743287,
37933256,way,Tourism,National Museum of Vietnamese History,越南国家历史博物馆,Hanoi,105.8598871,21.02446749,0.009196,Viện Bảo tàng Lịch sử Việt Nam,vi:Bảo tàng Lịch sử Việt Nam,Q5370414,
178995262,way,Tourism,Ngoc Son Temple,玉山祠,Hanoi,105.8524212,21.03070594,0.013704,Đền Ngọc Sơn,vi:Đền Ngọc Sơn,Q3517494,玉山祠
318237509,node,Tourism,One Pillar Pagoda,独柱寺,Hanoi,105.8336535,21.0358262,0.023888,Chùa Một Cột,vi:Chùa Một Cột,Q1186292,一柱寺
207178320,way,Tourism,Quan Thanh Temple,真武观,Hanoi,105.8366202,21.04301635,0.010157,Đền Quán Thánh,vi:Đền Quán Thánh,Q5370148,
28912942,way,Tourism,Saint Joseph Cathedral,河内大教堂,Hanoi,105.8488062,21.02859233,126.877398,Nhà thờ Lớn,vi:Nhà thờ Lớn Hà Nội,Q1923783,
220302249,way,Tourism,Tay Ho Pagoda,泰何塔,Hanoi,105.8367285,21.04781602,0.031301,Chùa Trấn Quốc,vi:Chùa Trấn Quốc,Q864770,鎮國寺
28194044,way,Tourism,Temple of Literature,文庙,Hanoi,105.8351642,21.02839448,0.020986,Văn Miếu,,Q1202019,
309683951,node,Tourism,Temple of Literature,文庙,Hanoi,105.8361148,21.0291422,0.001698,Văn Miếu,"en:Văn Miếu - Quốc Tử Giám, Hanoi",Q1202019,文廟
1000087290,node,Tourism,Temple of Literature,文庙,Hanoi,105.8353616,21.0274622,0.002433,,,Q1202019,
217793880,way,Tourism,Thang Long Citadel,升龙皇城,Hanoi,105.8389671,21.0377759,0.013919,Hoàng thành Thăng Long,vi:Hoàng thành Thăng Long,Q206219,
178995269,way,Tourism,Tháp Rùa,龟塔,Hanoi,105.8523159,21.02783328,0.023291,Tháp Rùa,vi:Tháp Rùa,Q1134533,
534907063,node,Tourism,The National Convention Center of Vietnam,越南国家会议中心,Hanoi,105.7869587,21.0057799,0.087411,Vietnam National Convention Center,en:Vietnam National Convention Center,,
9965952,way,Tourism,Truc Bach Lake,竹帛湖,Hanoi,105.839771,21.04565895,0.092691,Hồ Trúc Bạch,vi:Hồ Trúc Bạch,Q1320141,竹帛湖
718495525,node,Tourism,Viet Nam Military History Museum,越南军事历史博物馆,Hanoi,105.8402608,21.0320033,0.014145,Bảo tàng Lịch sử Quân sự Việt Nam,vi:Bảo tàng Lịch sử Quân sự Việt Nam,Q1048785,越南军事历史博物馆
445390253,node,Tourism,Vietnam Fine Arts Museum,美术博物馆,Hanoi,105.8369527,21.0306131,0.004698,Bảo tàng Mỹ thuật Việt Nam,vi:Bảo tàng Mỹ thuật Việt Nam,Q3654706,
339936730,way,Tourism,Vietnam Museum of Ethnology,越南民族博物馆,Hanoi,105.7989973,21.04008824,0.047431,Bảo tàng Dân tộc học Việt Nam,vi:Bảo tàng Dân tộc học Việt Nam,Q1048345,
342828509,way,Tourism,Arena,竞技场,Istanbul,28.99088413,41.10334861,5.024419,Türk Telekom Arena,en:Türk Telekom Arena,,
24791813,way,Tourism,Atatürk Cultural Centre (AKM),Atatürk文化中心(AKM),Istanbul,28.98863437,41.03648981,0.069109,AKM - Atatürk Kültür Merkezi,,Q551685,
151790453,way,Tourism,Ayasofya Hurrem Sultan Hamam,圣索菲亚许蕾姆苏丹土耳其浴,Istanbul,28.97886983,41.00695333,0.039301,Haseki Hürrem Hamamı,tr:Haseki Hamamı,,
180546853,way,Tourism,Basilica Cistern,地下水宫,Istanbul,28.9779166,41.00838206,0.002382,Yerebatan Sarayi المياه الرومانية,tr:Yerebatan Sarnıcı,Q216511,地下水宮殿
151790453,way,Tourism,Baths of Lady Hürrem,克赛拉娜浴室,Istanbul,28.97886983,41.00695333,0.002382,Haseki Hürrem Hamamı,tr:Haseki Hamamı,,
4429647,relation,Tourism,Beyazit Mosque,巴耶塞特二世清真寺,Istanbul,28.96524489,41.01028055,0.016952,Beyazıt Camii,en:Bayezid II Mosque,,
3657448724,node,Tourism,Bigudi Pub,比谷底酒吧,Istanbul,28.9806079,41.0361431,70.016751,Bigudi,,,
24826707,way,Tourism,Dolmabahe Palace,多尔马巴赫切宫,Istanbul,28.99899579,41.03895462,0.021199,Dolmabahçe Sarayı,,Q274141,
24234971,way,Tourism,Egyptian Bazaar,埃及市场,Istanbul,28.97108045,41.01657751,0.050292,Mısır Çarşısı,tr:Mısır Çarşısı,Q668641,
5169873,way,Tourism,Galata Bridge,加拉塔大桥,Istanbul,28.973009,41.02002657,69.993036,Galata Köprüsü,,Q81523,
4481947389,node,Tourism,Galata Mevlevi Museum,加拉塔梅夫拉维博物馆,Istanbul,28.9744388,41.0281923,0.009596,,,Q6090478,
2246595302,node,Tourism,Galata Tower,加拉塔石塔,Istanbul,28.9741898,41.0256261,0.002815,Galata Tower,,Q91274,
303807317,way,Tourism,Grand Bazaar,大巴扎市场,Istanbul,28.96780584,41.01084143,0.021169,Kapali Çarşı,"en:Grand Bazaar, Istanbul",Q505954,
330645373,way,Tourism,Gül Mosque,居尔清真寺,Istanbul,28.956359,41.02678345,0.027389,Gül Cami,,Q2334536,
109862851,way,Tourism,Hagia Sophia Museum,圣索非亚大教堂,Istanbul,28.97996742,41.00866547,0.041726,Aya Sofya,tr:Ayasofya,,聖索菲亞博物館(教堂)
335374188,way,Tourism,Istanbul Archaeological Museum,伊斯坦布尔考古博物馆,Istanbul,28.98108131,41.01173505,0.004183,İstanbul Arkeoloji Müzeleri,tr:İstanbul Arkeoloji Müzeleri,,
111002484,way,Tourism,Nuruosmaniye Mosque,奴鲁奥斯玛尼耶清真寺,Istanbul,28.97045512,41.01031178,0.012049,Nuruosmaniye Camisi,en:Nuruosmaniye Mosque,Q1430090,
963209,relation,Tourism,Prince Islands,王子群岛,Istanbul,29.0793534,40.87395177,0.245258,Prens Adaları,tr:Prens Adaları,,王子島群
2201659666,node,Tourism,Sadberk Hanim Museum,萨德柏克女士博物馆,Istanbul,29.0481987,41.1629996,0.320203,Sadberk Hanım Müzesi,,Q3300324,
218366324,way,Tourism,SantralIstanbul Art Museum,SantralIstanbul艺术博物馆,Istanbul,28.94630209,41.06712918,0.197767,Çağdaş Sanatlar Müzesi,,Q2797197,
4567928,relation,Tourism,Sokollu Mehmet Pa?a Mosque,穆罕默德·帕萨清真寺,Istanbul,28.97202224,41.0048553,0.087994,Sokullu Şehit Mehmed Paşa Camii,,Q1572472,
398128605,way,Tourism,Sultan Ahmed Mosque (Blue Mosque),苏丹艾哈迈德清真寺,Istanbul,28.97686819,41.00525302,0.005244,,,Q170495,
4146432391,node,Tourism,Tomb of Sultan Ahmet I,苏丹艾哈迈德墓一号,Istanbul,28.9768247,41.0053851,0.000176,Sultanahmet Camii,en:Sultan Ahmed Mosque,,
398128605,way,Tourism,Topkapi Palace Museum,托普卡帕宫,Istanbul,28.97686819,41.00525302,0.000176,,,Q170495,
372522610,way,Tourism,Bijarim Forest,榧子林,Jeju,126.809835,33.48996366,105.348256,,,Q16094611,
368733805,node,Tourism,Cheju Island Chocolate Museum,巧克力博物馆,Jeju,126.2299756,33.2570521,0.812771,초콜릿박물관 (Chocolate Museum),,Q12619410,
370213057,way,Tourism,Gwandeokjeong,济州观德亭,Jeju,126.5221521,33.51388391,0.549008,제주목관아,,Q12584901,
368735470,node,Tourism,Haenyeo Museum,济州海女博物馆,Jeju,126.8635365,33.5220899,0.34959,제주해녀박물관 (Jeju haenyeo Museum),,Q18016054,
368866237,node,Tourism,Halla Arboretum,汉拿树木园,Jeju,126.4917808,33.4692686,0.424577,한라수목원 (Halla Arboretum),,,
368631100,node,Tourism,Hallasan National Park,汉拿山国立公园,Jeju,126.4944492,33.3924332,5.32576,한라산국립공원 (Hallasan National Park),,Q5642786,
372067002,way,Tourism,Hallim Park,翰林公园,Jeju,126.2396805,33.38968868,0.257513,한림공원 Hallim Park,,,
368950777,node,Tourism,Hamdeo Seaside Bath,咸德海水浴场,Jeju,126.6692257,33.5431253,0.582982,함덕해수욕장 (Hamdeok Beach),,,
325066410,node,Tourism,Jeju Country Club,济州乡村俱乐部,Jeju,126.4064747,33.2501945,159.656669,중문골프클럽 (Joong-Moon Country Club),,,
3740799936,node,Tourism,Jeju Dinosaur Land,济州恐龙公园,Jeju,126.43304,33.4421008,0.218472,제주공룡랜드,,,
372358112,way,Tourism,Jeju Folklore and Natural History Museum,济州民俗自然史博物馆,Jeju,126.5315703,33.50654548,0.162975,제주민속자연사박물관,,Q18016012,
3752036034,node,Tourism,Jeju Glass Castle,济州玻璃城堡,Jeju,126.2733618,33.3145563,0.450198,유리의 성 (Glass Castle),,,
242553870,way,Tourism,Jeju international peace center,济州国际和平中心,Jeju,126.4212969,33.24517346,0.217318,제주국제평화센터 (International Peace Center),,Q15972756,
2457564574,node,Tourism,Jeju Museum of Contemporary Art,济州现代美术馆,Jeju,126.4894048,33.4526781,0.275612,Jeju Museum of Art,,,
369809434,way,Tourism,Jeju National University,济州大学,Jeju,126.5524524,33.51494597,0.125315,제주대학교 사라캠퍼스,ko:제주대학교,Q487855,
375497791,way,Tourism,Jeju Trickeye Museum,济州Trickeye特丽爱3D美术馆,Jeju,126.7852212,33.39915422,0.348561,,,,
253976811,way,Tourism,Kimnyoung Maze Park,金宁迷宫公园,Jeju,126.7725425,33.53680645,0.150331,김녕미로공원 (Gimnyeong Miro Park),,,
375334000,way,Tourism,Locadio World,劳凯迪奥世界,Jeju,126.3605933,33.35221933,0.596536,드라마월드,,,
2457564577,node,Tourism,Love Land,济州爱情公园,Jeju,126.4901736,33.4516845,0.229045,제주러브랜드 Jeju Love Land,,Q495590,
893995326,node,Tourism,Manjang Cave,万丈窟,Jeju,126.7701179,33.528259,0.356519,만장굴 (Manjanggul Lava Tube Entrance),,Q6750353,
369809426,way,Tourism,National Jeju Museum,国立济州博物馆,Jeju,126.5491332,33.51347119,0.235773,국립제주박물관,,Q6176560,
